attrib1,attrib2,attrib3,class,n_chunk
6.775947514712604,4.540749502885464,2.7458499449969507,b'groupB',1
5.94792628922702,2.4642412114105694,4.395693125886174,b'groupB',1
1.6934216951183623,8.107572785912385,7.014556193724493,b'groupB',1
3.1977225968279455,5.865287101394474,9.441949436723773,b'groupB',1
4.048403778269494,9.953766656361177,3.5922514942264385,b'groupB',1
7.072379529436211,1.7398478579726873,0.3243566905257256,b'groupB',1
9.259170997210802,8.435930498909665,5.499851221128962,b'groupB',1
5.729698409313607,5.048158077666062,1.975024939824983,b'groupB',1
6.95426994484608,7.612710597184722,4.586777012524818,b'groupB',1
2.799384705688576,6.985243762090082,3.819906528713668,b'groupB',1
7.000854735178335,7.668740636292945,7.255815949662083,b'groupB',1
9.846477545681541,9.235511119768349,2.010149257495968,b'groupB',1
7.896377671063152,6.8766823136074695,4.800232204607106,b'groupB',1
9.850751333717442,9.913547961732593,8.191524736606627,b'groupB',1
3.9697671847689353,8.005258447349068,0.9513418623294445,b'groupB',1
8.341262806664444,6.214713806212851,9.496424200776993,b'groupB',1
7.826759397043777,4.134729962236852,7.112221062404989,b'groupB',1
9.448876455616329,2.5740807659167366,9.517776858071388,b'groupB',1
7.771772814402883,7.4195200238198336,1.770086316537851,b'groupB',1
5.841146630564103,4.270020947164195,3.2224080682372866,b'groupB',1
8.81030131440593,2.879210029562315,8.234640349599577,b'groupB',1
8.825723340645395,1.125239708282083,8.932123164080739,b'groupB',1
9.272796027098238,1.9848644347406785,0.3206290081655272,b'groupB',1
6.6509477929431835,8.933993016835336,0.22039010972733974,b'groupB',1
9.252783480506336,2.9565315697447714,0.3774036183243912,b'groupB',1
1.9601032968167542,6.303913707703941,4.046498543852696,b'groupB',1
5.911139751078773,5.370140169495558,7.469953431772912,b'groupB',1
2.1247030465487904,8.347333319847118,5.609624005595232,b'groupB',1
4.102038252027597,3.941927687741785,1.9313272017375382,b'groupB',1
1.601559369127492,6.462646243072393,9.837893769871048,b'groupB',1
9.806482797399509,5.515360559761455,7.683310470559902,b'groupB',1
8.787318451965124,6.983733675684078,8.44972148181924,b'groupB',1
3.5404029298654125,8.81259763626471,2.693088357443191,b'groupB',1
7.650044025749416,1.9694124346739161,1.5366877650674915,b'groupB',1
1.9346483448449192,9.03350552611289,0.1977556956134252,b'groupB',1
6.617145879777345,4.6953173366468794,1.9213999882359,b'groupB',1
8.749188062270397,8.167241110135246,9.413136199001972,b'groupB',1
5.3175726297428385,9.692103018625335,2.327827001589581,b'groupB',1
4.877639660560538,7.434698121312572,2.5813863572334386,b'groupB',1
8.27646285296608,0.21538783665747907,1.7432299277136787,b'groupB',1
4.173448054930625,5.806530581200401,5.200935350737089,b'groupB',1
9.526585958161748,9.887625738515379,4.118851779517399,b'groupB',1
1.1420057924120586,9.048550376602632,5.578905547690843,b'groupB',1
7.349373496068873,4.01598460842692,6.380345390270442,b'groupB',1
6.67554217623163,7.18761364039107,1.6915473543686677,b'groupB',1
9.886884506032093,3.951292460400614,8.68746250023966,b'groupB',1
3.986512964096316,6.20183917896105,0.033488721414949296,b'groupB',1
4.8836684153165555,3.961201082323915,3.5130448347810272,b'groupB',1
1.3054450646961802,1.9437130648946987,6.744047984082833,b'groupB',1
2.380247998450671,8.391335541410852,3.9081576789002623,b'groupB',1
8.518751275257296,0.21543481161739542,4.701462261587441,b'groupB',1
9.679408250067938,9.392715512810245,4.110814616841818,b'groupB',1
7.688143887265757,0.9907626719226559,4.201451916403886,b'groupB',1
6.933638073698427,8.447591744980052,3.9931627809396986,b'groupB',1
5.106134846806016,8.27256652468136,3.415097967213061,b'groupB',1
9.666316273762225,2.4832891206029273,7.996769762105506,b'groupB',1
5.5290219569483,6.329894936550984,7.533791671975617,b'groupB',1
6.134531111578934,4.235243637272113,4.714241309744425,b'groupB',1
7.893824143070026,8.323952143923417,8.897014270806965,b'groupB',1
0.9255051743869125,8.813904828698947,5.634940335315502,b'groupB',1
4.200258846582142,9.733155944333742,6.87586805515875,b'groupB',1
7.666899651864218,4.343913789674745,1.5651475081669275,b'groupB',1
9.159330573661329,1.4306983813977348,4.930738235548881,b'groupB',1
7.4604313580244686,1.6689726939493787,4.470283906979159,b'groupB',1
3.5991431694664824,3.3574446669342173,2.7739043426942245,b'groupB',1
4.857807221798235,5.067501732075852,2.2238839599167157,b'groupB',1
4.731671682689162,7.308254343672629,0.009528827962050901,b'groupB',1
6.430857813405418,8.622246054596129,7.9435297992676945,b'groupB',1
8.849223511637707,0.5462805721249531,2.6600394673140704,b'groupB',1
4.364307683878385,4.1442707528988665,2.067434781026164,b'groupB',1
0.6287755148614038,9.29544556237866,4.150903841834902,b'groupB',1
9.47067959880486,2.751385513187261,3.3851493876505154,b'groupB',1
3.1691648346127943,6.437810131971348,5.844147585208768,b'groupB',1
7.90731075581387,2.8084206982498214,8.156677955228883,b'groupB',1
8.101957911349395,0.5044335995002991,4.088438610387436,b'groupB',1
5.192339993959397,9.342861934596561,8.906263942293558,b'groupB',1
8.179828428638071,7.894103336576885,7.79971268183883,b'groupB',1
9.886120166330773,1.850398907949815,6.0917568803735485,b'groupB',1
2.6878773097008124,8.769147706796529,6.315651897870012,b'groupB',1
3.5458017501443906,6.530066442363642,9.098063452418213,b'groupB',1
1.578106693232132,6.0293880466422305,8.314064160903108,b'groupB',1
6.924185582272793,3.59693558283791,9.386831612054896,b'groupB',1
9.346492509094093,3.2721530684487785,0.481861698258057,b'groupB',1
9.838417061049906,7.079417570321468,2.56328054502612,b'groupB',1
1.3874253989990892,5.50669050109733,9.554230763987327,b'groupB',1
2.619103101842981,8.672290873294594,0.8844337889655496,b'groupB',1
3.986562822943538,4.019648040534561,0.9178543868947808,b'groupB',1
1.4741436053685275,7.960870889306088,7.956828390345193,b'groupB',1
6.309884591668972,4.712170376977165,5.147656240499715,b'groupB',1
6.836451757425666,9.016909985212532,3.6708069508539842,b'groupB',1
8.612634087961776,8.280626100493825,8.387808396640386,b'groupB',1
7.164547203855508,0.881813427882745,4.014103384202398,b'groupB',1
9.861862184701232,5.319844124814902,8.833918638236652,b'groupB',1
8.569150331722339,3.898330950283376,3.891669577523784,b'groupB',1
7.095146318418348,4.927912614613909,9.448618333136299,b'groupB',1
7.230081145997768,0.9318693801561728,4.9406405778090985,b'groupB',1
2.8817137389842995,5.396522807154328,2.812032586423027,b'groupB',1
8.665829778863943,6.8630950885806,1.9498600057530069,b'groupB',1
9.680752791523021,6.552549076596655,5.232571396762818,b'groupB',1
2.8511749223957663,8.132767956608834,2.6339122302027738,b'groupB',1
4.739579836801116,7.34214478621494,7.233510554418627,b'groupB',1
5.586388265431239,7.771686126441693,0.33110445852269854,b'groupB',1
6.112312449664127,4.595775929718596,6.996157417374228,b'groupB',1
8.396848012141074,1.4605340634996256,8.792472874119063,b'groupB',1
8.189454152010846,6.540000989777184,1.2443066645765932,b'groupB',1
8.934697314892313,5.740684282038857,0.2598650816572312,b'groupB',1
6.541469417796679,1.9065926145781964,2.443745468926269,b'groupB',1
8.226676235878651,5.07543827780435,3.235941105813053,b'groupB',1
9.327893391997451,4.229369138829011,6.042813533552036,b'groupB',1
4.4047638730007055,9.152744017341675,8.145228745425344,b'groupB',1
5.455829426011201,8.833051791695347,5.154003558019054,b'groupB',1
2.3972054140450814,7.220741404820451,5.082862310995991,b'groupB',1
9.601788345308634,0.20129646537106805,5.608992395638457,b'groupB',1
9.25295824518734,3.537920356153701,7.046426669188883,b'groupB',1
6.913293738973261,6.240314317949261,2.7760656423521093,b'groupB',1
9.181480657286299,3.8031858614820235,3.904627149662667,b'groupB',1
9.553678936153165,0.06346404950084539,9.395142473129107,b'groupB',1
8.749188062270397,8.167241110135246,9.413136199001972,b'groupB',1
5.886009153077,2.471734228628378,8.72104012650938,b'groupB',1
8.842665313110231,6.52636627318563,3.981511036321519,b'groupB',1
9.146781918901908,3.811282384381668,3.477545470464877,b'groupB',1
7.121203376335328,8.065498738685783,1.9427891410985665,b'groupB',1
3.588925534929328,6.205733015646526,5.035283402982715,b'groupB',1
2.711912723619453,8.797551476107833,8.531001506611531,b'groupB',1
1.0618570698230057,8.7320571917923,6.938404329257825,b'groupB',1
6.4643794057405675,6.93727434962042,5.07040321621254,b'groupB',1
3.7067289446956933,7.678536594605849,3.4182390706802357,b'groupB',1
9.05910489044634,4.834167734774301,2.74561892662922,b'groupB',1
8.740957878177035,0.2682360876850831,5.8950125097695905,b'groupB',1
7.61541439224663,3.4815791949002985,2.5351395455113765,b'groupB',1
5.262994340976456,9.23642709138887,6.523928076398706,b'groupB',1
7.5187678786331755,4.898660665769379,4.999396873073273,b'groupB',1
2.471500180517082,5.738739939670482,8.460664084511917,b'groupB',1
9.272100070186909,1.2619147642616246,8.615488869365938,b'groupB',1
8.52696766344275,8.991995431140976,4.623509015396538,b'groupB',1
3.78801336054871,6.759664615509094,7.450472714623892,b'groupB',1
9.664844536612131,4.90919139598287,4.654696607050894,b'groupB',1
2.341205300008432,8.970019088079058,4.7051874613615485,b'groupB',1
6.182365575631888,9.057304888770835,4.145483557165758,b'groupB',1
7.399774219579955,6.265038568700789,6.473614235876045,b'groupB',1
9.077520045132987,1.8897424197547996,1.340420681534189,b'groupB',1
8.509502091174925,9.255064941503637,0.6391837473452533,b'groupB',1
8.227389827316095,1.9606644969043951,2.622378210397611,b'groupB',1
1.497868014923286,6.7193965245072125,4.784435737519655,b'groupB',1
8.284398608099107,9.547557179674666,1.2727886837639013,b'groupB',1
