attrib1,attrib2,attrib3,class,n_chunk
7.3350642707732145,7.190227680812544,2.292902485015315,b'groupB',1
2.521895526462986,9.904079436808479,8.47474834513447,b'groupB',1
6.195463080070869,8.618297007748764,1.176962616792544,b'groupB',1
3.7700526155886935,7.044060056907105,8.024270635037741,b'groupB',1
8.09780553606627,1.167863824453419,7.38176996621979,b'groupB',1
9.673162083649471,6.1455498808803375,4.524763653650552,b'groupB',1
7.132636729086855,8.500893062171547,0.047536885226791004,b'groupB',1
9.29963614500768,1.3292486829555605,0.6926845246167157,b'groupB',1
6.63287873615878,6.89426885445163,2.5643558571923384,b'groupB',1
1.0165548957185921,9.205864305723507,4.225435296569657,b'groupB',1
6.272014850983392,8.686732937408268,7.3588663633522176,b'groupB',1
9.293062847428269,4.7801981897018795,4.856659553104076,b'groupB',1
4.353889935075644,8.41706184050166,5.547602758590795,b'groupB',1
9.852666695884096,0.790808462681275,9.381008476226059,b'groupB',1
0.9166686155800252,5.995899464112067,4.603800254033076,b'groupB',1
7.055806463720321,2.2928090741795804,6.712422578790421,b'groupB',1
9.639404160070743,3.083971393825183,6.07525698394178,b'groupB',1
2.4271955493017803,9.67131028092066,9.449425179437135,b'groupB',1
1.9509780069259475,7.552900342136808,2.227350468797469,b'groupB',1
8.501217773404552,8.071117710289426,0.12883439768989646,b'groupB',1
9.361137801747933,0.580689594985474,8.076708765110967,b'groupB',1
7.484007625758776,0.5389264155818085,6.966952842009104,b'groupB',1
1.7178598189292038,8.007473133779774,0.00727446223304451,b'groupB',1
3.882979187802743,6.3981191904571775,0.17991475969736936,b'groupB',1
6.863711154911592,1.487634656748421,4.3648803243779035,b'groupB',1
4.596084529040345,4.666182316417123,2.599996332611947,b'groupB',1
1.5354801279535624,9.30341367092405,4.595105516282981,b'groupB',1
8.984384330035663,4.655765334226204,4.472370380523922,b'groupB',1
6.81369969607362,3.0756243719514433,8.588376965391593,b'groupB',1
6.00989836053113,5.736479366220848,6.434405538939352,b'groupB',1
0.17645065760438672,9.888884831966426,9.367412460059303,b'groupB',1
3.9659290700368324,5.106337245609333,1.8906884662920298,b'groupB',1
8.057508703549756,5.646207776269549,1.6597033418045282,b'groupB',1
3.3477031956778314,6.145665704788814,7.653878161064731,b'groupB',1
7.321140899167629,7.843430615205643,1.3065359478393734,b'groupB',1
9.134307521496567,2.1564569778160125,0.1519788419902035,b'groupB',1
5.31259482492474,5.812872541777346,8.17018229954815,b'groupB',1
7.830850583995204,0.41328722823191333,4.869757132652069,b'groupB',1
6.223779511021848,4.689444780496358,3.284433427210698,b'groupB',1
9.211875842459392,4.858284253224831,3.3754436902666916,b'groupB',1
7.2484001069812,8.702161388900423,4.973123201146864,b'groupB',1
5.169455104971278,5.920771377018314,0.21832275390152311,b'groupB',1
6.272014850983392,8.686732937408268,7.3588663633522176,b'groupB',1
6.701560221979262,4.953834610462694,5.577416462658612,b'groupB',1
2.1247030465487904,8.347333319847118,5.609624005595232,b'groupB',1
6.146452137023482,8.160959050282196,7.131299061319636,b'groupB',1
8.865120133844615,1.9780381823740856,5.106032597588905,b'groupB',1
0.5492301490674967,8.611632957078742,4.53113039143633,b'groupB',1
3.9191380306276438,4.845353545561316,7.50445436102003,b'groupB',1
8.088038933260458,4.759887442260852,1.1945131102208928,b'groupB',1
9.673063036319967,7.420230795137868,6.462162009196523,b'groupB',1
6.818718065196493,4.102230481227619,1.9226740128486575,b'groupB',1
8.90073304526595,2.108490443840836,5.611335877425557,b'groupB',1
7.821900978047115,7.005849586893708,8.654685634950184,b'groupB',1
5.351403433942362,4.689200345502548,0.7478040155725996,b'groupB',1
2.5828775666546946,7.279141803848056,2.6466481512812976,b'groupB',1
3.082958177523066,9.731812539731187,5.711021255673704,b'groupB',1
4.250706858340475,8.024003085847815,0.9992104282653214,b'groupB',1
5.191866616300774,9.395372795926164,7.082503260862554,b'groupB',1
8.264130598391663,2.981653916313094,1.5886449518476242,b'groupB',1
1.852742017580895,7.385702903516258,1.044508515995931,b'groupB',1
9.838417061049906,7.079417570321468,2.56328054502612,b'groupB',1
6.939770231335061,7.25777800460814,1.3163052893098792,b'groupB',1
4.191090831830668,4.162603200193732,3.9286224747842913,b'groupB',1
0.5007417187194274,3.465027674595429,2.3110113915034667,b'groupB',1
0.8796000062886034,0.02832372792313631,6.96442178425981,b'groupB',1
4.964608688682567,3.1206295328920364,2.0512067960099287,b'groupB',1
8.681005643431398,0.3997951957997059,1.0961664801308524,b'groupB',1
3.270861748239784,9.934711559258322,4.696148316293735,b'groupB',1
8.74863337332744,8.412871438389196,8.204997845002001,b'groupB',1
8.967095210950946,8.087091531605182,9.552038789277091,b'groupB',1
9.846477545681541,9.235511119768349,2.010149257495968,b'groupB',1
2.488852939247975,3.4183535831860032,0.00023379546596924428,b'groupB',1
7.775283259828846,9.922462597354352,8.819617695986024,b'groupB',1
3.040181509868071,5.705484317780521,6.374869927115356,b'groupB',1
0.8590756887335882,5.098872866445144,7.814896662248879,b'groupB',1
4.3845759362370345,7.751886666273199,5.573222252016539,b'groupB',1
9.341594081887942,0.614899126777485,5.3861325802284785,b'groupB',1
9.157580944279173,5.623130957458963,0.23823118962560286,b'groupB',1
8.498464704942206,9.855303350211338,0.8021397017291676,b'groupB',1
4.567840966420124,5.943357561705983,0.7370997157457082,b'groupB',1
0.8433055794098054,8.064238731332594,6.220429495863563,b'groupB',1
5.214019937101942,5.067079434775615,2.5893691709823363,b'groupB',1
3.5587999744791876,4.583365967579384,2.153725833727309,b'groupB',1
0.33272340482271345,9.203206466238269,4.7810424275214825,b'groupB',1
8.277735080731347,7.5242558947508495,4.271006135906629,b'groupB',1
5.324911573337383,8.305412935074148,6.291689018463269,b'groupB',1
6.05269186703262,3.564948764798943,2.2617520757073164,b'groupB',1
0.23197712003513504,8.509461932628335,9.819881451963845,b'groupB',1
7.544263038298817,6.8028602396034525,8.258432284776395,b'groupB',1
4.642446499614996,8.445169164907336,4.457081315853171,b'groupB',1
3.570306493869577,3.8340113825210977,4.273727997453922,b'groupB',1
5.984543588968101,9.254306187749158,1.4709593728150316,b'groupB',1
2.965380889286753,5.172920615024563,3.236342651659113,b'groupB',1
9.189948108139157,6.5023473650952015,2.309401828969305,b'groupB',1
9.403617162626713,2.6704213967820967,2.048183693226645,b'groupB',1
7.035775882836358,5.438582361098854,8.397433533717193,b'groupB',1
2.668806148958679,8.132154483849922,1.2615907979302998,b'groupB',1
3.811409965949043,8.270326183992498,8.204875336123001,b'groupB',1
9.79008309667565,8.762901493816743,0.25269610370738493,b'groupB',1
2.280634878358309,9.626124108094281,8.310460012437701,b'groupB',1
6.010465708205452,5.599026317439527,6.332015697455745,b'groupB',1
4.783721386416097,8.752899735987773,4.124412921387338,b'groupB',1
3.040181509868071,5.705484317780521,6.374869927115356,b'groupB',1
1.2821087733689296,7.0212697851216355,6.187219463597012,b'groupB',1
3.337776098128171,7.359858704517464,7.4409625147087155,b'groupB',1
9.563926604082543,7.163775070728971,6.6883777222734135,b'groupB',1
3.9222561286129887,7.394312864761202,5.564705113223632,b'groupB',1
9.021480594763485,2.7504420597273773,9.042239858458995,b'groupB',1
4.452896489643852,7.8333559529960475,1.8260946757661878,b'groupB',1
5.226339123656874,7.5756189960888145,7.103810979932059,b'groupB',1
3.512987608276058,8.490851741040135,4.988381785107537,b'groupB',1
6.886845204593128,7.351041705576343,5.002210102028677,b'groupB',1
8.145485734009037,6.1948572138337274,6.395498361199431,b'groupB',1
8.33871048701831,9.495737782532924,5.461017001403349,b'groupB',1
7.650044025749416,1.9694124346739161,1.5366877650674915,b'groupB',1
5.107512542886717,6.365503044761699,4.571936604441258,b'groupB',1
6.544260178683681,3.7287330937352725,9.105662089639498,b'groupB',1
8.72109081170709,4.1665222307460965,9.895244135854114,b'groupB',1
8.668537973945863,1.3978082388444524,7.951758148092916,b'groupB',1
7.565217456306792,1.4380718322910302,2.506320682425777,b'groupB',1
1.5785397613824736,5.858610394389599,6.159251116734119,b'groupB',1
4.117576437030967,4.68511440648157,9.892165815031769,b'groupB',1
2.0364575365600013,7.170445296932622,9.624830233134142,b'groupB',1
9.259170997210802,8.435930498909665,5.499851221128962,b'groupB',1
8.323165665087611,6.239279857773294,9.662048741742872,b'groupB',1
4.902807288542307,7.172649922479071,5.246765735565832,b'groupB',1
7.384839740669742,7.0410329392089785,5.986577500562651,b'groupB',1
3.77133134235621,5.316608765765344,4.348759637718603,b'groupB',1
7.4604313580244686,1.6689726939493787,4.470283906979159,b'groupB',1
8.693112932435023,4.731287544930879,4.280293156370818,b'groupB',1
6.573414356177777,5.666031644033459,9.972771305778407,b'groupB',1
3.076108261679421,5.729255717540143,1.6338813439864008,b'groupB',1
2.4431002410489047,6.91271288992401,9.11856837697364,b'groupB',1
6.865293329012467,2.408017847994852,8.416556344848727,b'groupB',1
9.041991445038839,4.156587247308003,3.453544468076922,b'groupB',1
4.699535995042926,8.196823891995006,9.6909724727718,b'groupB',1
3.8254428457548295,7.2185476204636405,7.539193376687408,b'groupB',1
9.4437116064307,3.5706502089983863,4.542749896672531,b'groupB',1
8.307313740496218,4.480286337007049,5.980319637076671,b'groupB',1
0.9932666525050482,5.586952344289261,8.325054595185998,b'groupB',1
7.809691929339083,1.5148246865704906,1.7580191857196048,b'groupB',1
8.851570369890466,7.5989586142255305,0.7378549511194243,b'groupB',1
8.760857911578867,7.108271628315604,8.809374576069972,b'groupB',1
9.785837648700825,0.5123332715163886,7.710852075147322,b'groupB',1
5.858914681006207,9.478930862036783,7.563959286304476,b'groupB',1
0.5958768248830792,8.843139841919923,9.399573847361685,b'groupB',1
9.873725994335688,0.8291187582319592,3.24813179071462,b'groupB',1
7.653037909220912,7.620487958581924,4.30767970056514,b'groupB',1
4.334954643687693,4.056365822979931,7.335423646203077,b'groupB',1
7.757989663886312,7.822797823133106,4.401478711838749,b'groupB',1
7.172179322728947,3.3636714653848108,3.7920194959788454,b'groupB',1
4.367253603751166,8.944065367387187,7.329183717718911,b'groupB',1
7.797664511313541,8.545135998033144,6.941522284194476,b'groupB',1
2.1311901445882766,7.446683147768831,9.38469604312557,b'groupB',1
9.881891266707216,4.7368793319097175,5.654027317364957,b'groupB',1
9.784749157534943,2.230399829322216,1.5494663819780607,b'groupB',1
3.7832994593954483,5.853467447419654,8.02407272715421,b'groupB',1
8.407796023280623,2.882983173468862,7.083243653304145,b'groupB',1
7.879443496905305,3.147978753660585,3.6723242172429593,b'groupB',1
7.840457677517705,3.2159510423853854,7.0327781116847685,b'groupB',1
3.442502999714799,5.011788372024037,1.7986472949033172,b'groupB',1
9.816779168832344,2.419969264219619,0.8943516851898881,b'groupB',1
7.617659718342588,5.6705581806765135,1.4171227054040259,b'groupB',1
7.775307495954435,2.746753268921384,5.304823066959092,b'groupB',1
6.9259499902439545,3.460810942060484,8.098282348612393,b'groupB',1
2.4873129838846464,8.455060802446463,4.5432418964364345,b'groupB',1
9.577396420904698,6.644252248758123,7.6049251728746,b'groupB',1
5.389925541091504,8.179138209321662,4.447496980024205,b'groupB',1
3.4224416487119713,6.7808463406886785,3.125048106027102,b'groupB',1
8.920452677676467,3.774092241635265,5.704163414477881,b'groupB',1
1.9596870981790326,9.098213578409629,6.507723088357672,b'groupB',1
6.109512738717731,5.876461433608741,9.365064412637203,b'groupB',1
1.5939696276015236,7.730202087129917,8.934237872641559,b'groupB',1
7.485215734547273,9.542763138457214,2.7971443070723065,b'groupB',1
8.314785677598149,8.548603495003519,4.89597939740523,b'groupB',1
7.40141665719447,0.9595149009841297,1.3915158263937333,b'groupB',1
2.645737292704333,5.521770771118337,9.718251012429747,b'groupB',1
7.2879457771215534,9.70539305249801,3.2744001143201427,b'groupB',1
4.983461188847752,9.486054777613814,4.654979909927576,b'groupB',1
9.55757599760429,3.5996562819822,3.6939438451227002,b'groupB',1
9.089511476336327,5.819046649721214,2.4004500819099173,b'groupB',1
6.281487650591981,2.7854174720942537,9.918694647429561,b'groupB',1
8.619720311923219,8.288299130343379,3.3902013501935633,b'groupB',1
4.353889935075644,8.41706184050166,5.547602758590795,b'groupB',1
2.382857698672869,7.521525255519103,0.4025387874482811,b'groupB',1
